15	20
15 124	12 74	19 34	5 97	9 98	6 163	18 22	1 73	8 178	7 166	2 23	10 57	4 16	0 115	13 40	17 82	14 15	3 117	11 94	16 97
8 199	13 9	7 20	11 67	1 2	18 177	9 60	2 186	6 9	10 89	16 116	12 110	4 75	14 107	0 57	3 75	17 45	19 9	15 50	5 67
4 70	9 97	17 134	0 13	5 56	18 34	10 160	15 123	11 198	2 165	12 42	7 103	19 184	6 150	1 13	16 93	14 182	13 112	3 188	8 49
13 11	10 127	8 192	1 180	17 198	12 35	11 163	18 40	2 188	7 100	15 122	16 136	9 121	19 71	4 181	14 165	0 24	3 139	6 156	5 158
0 60	15 164	17 153	13 40	19 79	10 179	14 64	2 111	4 38	9 67	1 164	16 167	8 144	3 4	5 41	11 7	12 9	6 21	18 165	7 126
8 38	1 139	13 179	17 48	3 199	4 86	16 18	9 163	15 67	19 85	10 171	12 200	6 57	11 17	7 123	14 188	18 65	5 172	2 21	0 15
5 57	12 100	10 81	1 8	9 174	15 2	3 6	6 146	18 43	14 26	8 110	7 13	0 188	17 99	11 145	16 197	2 81	19 59	13 155	4 123
4 147	10 16	7 7	5 88	14 17	17 16	6 82	3 32	2 151	16 192	15 146	13 156	8 188	0 123	19 42	9 105	1 121	18 151	12 66	11 7
18 134	9 5	10 91	11 176	19 144	15 109	4 76	16 100	7 170	1 70	17 155	13 82	12 174	14 46	6 146	2 151	8 21	3 124	5 73	0 1
15 96	5 152	12 1	10 35	18 184	13 199	1 75	16 36	2 129	14 16	9 142	11 27	17 181	19 103	8 60	3 150	4 11	0 144	7 102	6 81
14 27	9 182	10 40	0 105	1 46	11 47	6 136	13 27	5 27	16 129	8 107	15 156	18 105	3 58	2 42	19 195	7 97	4 131	17 58	12 192
8 94	7 31	14 198	12 155	4 188	1 132	9 62	10 52	0 196	15 5	18 146	16 117	6 175	3 14	17 113	11 16	13 114	2 82	19 132	5 11
18 102	0 53	10 102	7 194	2 106	14 164	12 127	1 118	16 192	5 35	4 24	6 174	9 73	11 83	17 58	15 161	3 6	19 133	13 110	8 193
9 173	13 22	15 88	4 64	2 180	19 34	16 14	12 92	5 44	3 196	17 113	1 14	11 55	6 141	8 62	7 73	18 61	10 158	14 80	0 31
13 1	15 61	16 6	2 143	3 106	0 106	10 27	14 195	17 109	1 24	18 124	5 179	12 139	8 52	19 88	6 12	9 66	7 5	4 153	11 75
