80	20
0 8	6 76	17 62	12 14	7 9	1 96	4 95	14 18	13 54	10 99	16 89	18 25	11 64	9 51	8 72	15 92	2 83	5 79	19 61	3 95
4 33	10 16	18 10	13 27	2 84	14 89	5 89	12 62	7 78	19 81	8 16	0 29	6 86	3 10	11 58	17 90	9 32	16 20	1 61	15 72
16 99	18 94	12 68	17 4	8 86	9 14	13 9	2 31	15 77	1 84	4 84	6 2	0 83	3 74	5 9	14 91	7 48	19 67	10 57	11 84
13 59	2 89	10 11	4 79	19 84	6 68	1 74	5 6	18 65	11 11	8 59	7 88	12 54	9 76	0 37	3 62	16 32	14 6	17 99	15 66
8 5	16 37	3 38	19 86	6 25	18 20	17 20	11 63	10 96	0 90	7 20	15 15	13 69	4 20	12 21	2 37	5 50	9 66	14 87	1 98
6 3	5 93	13 42	15 85	17 7	16 87	10 10	11 9	9 60	14 84	12 44	18 62	0 24	19 9	7 21	1 5	3 30	8 23	2 16	4 59
13 28	0 82	17 41	12 94	14 75	7 39	10 61	19 6	1 45	9 83	18 45	2 11	6 46	3 75	15 87	4 44	11 69	5 9	16 34	8 74
10 36	1 83	16 20	14 73	15 57	12 19	0 9	8 98	4 26	6 54	11 15	5 43	17 25	3 24	18 24	19 3	13 30	7 26	9 27	2 69
6 85	3 69	13 96	5 28	17 4	16 84	12 52	11 55	15 94	19 33	4 69	0 6	1 68	7 25	9 63	8 87	2 77	18 80	14 51	10 31
11 11	7 28	6 78	15 31	12 77	10 87	9 98	3 31	5 97	4 19	19 16	2 30	17 15	8 96	1 83	13 82	14 75	16 21	18 55	0 41
7 64	14 90	10 48	1 16	16 33	13 18	0 30	11 24	17 52	15 99	3 46	5 2	12 72	9 8	18 52	4 44	19 52	8 56	2 76	6 56
10 14	9 12	19 67	14 45	15 1	7 43	18 25	17 30	12 51	3 24	16 53	5 66	4 1	11 65	13 82	0 75	6 79	2 18	1 69	8 58
9 99	12 56	7 89	8 70	1 68	14 33	3 27	10 62	17 79	13 69	6 13	4 57	2 58	0 73	11 44	15 73	19 82	16 29	5 30	18 88
6 55	4 6	11 67	12 41	18 36	3 35	10 7	7 98	13 94	19 87	16 14	15 81	17 23	1 74	8 94	5 46	9 24	2 73	14 2	0 67
3 15	1 98	7 26	6 6	5 23	13 98	16 18	12 59	0 7	4 76	10 10	9 66	8 94	15 64	14 15	19 95	18 99	2 95	11 45	17 86
11 61	3 18	16 11	8 73	9 95	12 92	14 8	0 77	10 1	6 32	18 76	19 34	4 13	2 7	7 98	1 77	13 54	15 41	17 74	5 32
9 88	19 30	7 67	17 81	15 12	5 34	16 32	4 17	0 53	13 72	8 3	6 17	3 23	2 46	11 68	1 27	10 87	18 59	14 40	12 76
9 83	11 8	5 96	8 27	7 63	4 59	2 98	0 92	10 11	3 28	14 51	1 75	19 25	12 60	15 38	13 41	6 40	18 97	17 52	16 82
14 4	13 18	7 10	10 37	12 74	4 19	11 61	16 70	18 17	6 48	1 45	15 29	5 44	2 10	19 4	3 43	9 54	0 70	17 13	8 9
6 1	8 36	16 86	9 81	12 53	2 79	10 19	19 95	11 19	13 35	15 84	3 41	14 94	0 94	5 97	1 83	18 25	4 29	17 62	7 57
15 45	7 39	16 11	12 13	19 58	3 71	4 53	5 39	2 5	14 34	11 92	13 26	6 28	10 27	17 92	18 81	0 21	8 42	9 80	1 78
5 10	7 46	15 23	9 25	4 62	12 20	8 95	6 39	18 28	13 57	19 14	3 52	0 87	2 12	17 5	11 26	10 5	14 51	16 23	1 80
8 93	16 57	10 58	1 71	9 59	5 31	14 10	13 32	18 83	12 58	15 62	17 49	19 96	7 91	6 58	4 70	0 82	11 23	2 35	3 43
1 8	14 72	5 67	10 74	12 82	4 67	19 84	13 50	8 79	16 76	9 6	11 20	3 92	17 80	2 28	15 73	6 64	7 21	0 76	18 90
9 51	1 69	14 63	2 85	8 8	10 71	16 95	5 31	19 45	18 37	15 60	12 97	7 63	13 35	6 94	4 34	3 7	11 23	0 13	17 76
7 40	10 67	12 65	18 1	6 14	16 66	19 34	3 69	0 13	1 95	11 98	2 16	17 23	9 98	5 15	15 40	4 97	8 73	14 24	13 23
9 19	7 75	18 82	1 59	2 40	14 99	17 4	12 12	4 1	15 40	5 96	8 45	0 29	6 83	19 68	11 20	3 29	13 10	16 62	10 35
14 65	9 25	3 92	16 66	18 72	5 87	7 4	4 65	1 80	17 48	2 34	11 36	12 56	13 68	15 66	19 19	6 55	0 66	8 40	10 69
19 88	4 90	18 56	2 36	7 47	3 71	15 75	5 63	10 30	9 43	0 2	17 79	11 4	6 13	16 28	12 61	13 81	8 56	14 4	1 96
3 57	9 19	18 27	5 11	8 21	12 73	13 17	1 57	16 80	4 21	2 25	14 97	10 98	0 96	15 7	17 5	11 65	7 79	6 23	19 96
12 36	1 74	6 48	10 53	15 6	13 3	8 34	7 44	4 76	9 14	11 77	2 99	18 18	0 18	17 33	14 66	16 24	3 79	5 69	19 60
7 90	12 43	11 21	5 68	14 77	8 28	9 70	3 84	4 11	10 41	19 10	6 35	16 57	2 60	15 6	0 36	17 49	13 41	18 22	1 48
6 63	10 29	5 5	7 57	9 87	19 75	18 43	17 97	12 51	14 46	2 66	4 93	1 36	8 39	3 63	16 11	15 42	0 23	11 47	13 82
8 98	10 36	7 16	17 50	19 43	2 2	5 4	4 19	13 26	18 45	9 55	16 22	14 78	11 9	0 34	6 12	15 2	12 59	3 49	1 85
0 62	1 15	17 35	12 51	11 30	2 56	14 73	10 20	13 10	19 2	6 77	9 37	7 97	16 85	8 2	4 73	3 83	5 52	18 67	15 92
16 83	6 81	14 14	12 84	15 25	8 72	3 51	10 43	18 4	13 79	19 54	1 40	5 49	7 62	4 88	2 31	9 26	0 10	17 66	11 11
5 17	17 78	1 84	14 89	18 54	0 83	13 21	10 91	2 10	8 83	9 48	15 85	12 27	6 74	4 95	16 91	7 87	3 88	19 65	11 23
0 38	5 32	4 15	19 28	9 50	6 53	10 29	15 49	16 70	3 24	12 2	14 60	2 3	8 80	1 46	11 68	17 14	18 95	7 65	13 28
0 47	6 96	4 43	12 88	2 26	19 19	7 75	10 40	8 45	5 68	15 39	3 95	11 82	18 39	14 26	17 97	16 18	9 64	1 91	13 27
9 96	16 50	14 72	3 24	12 96	5 69	10 28	15 34	6 62	8 74	1 73	2 61	13 10	19 69	17 82	11 62	4 53	7 4	18 41	0 13
4 85	16 79	3 77	2 10	8 34	5 75	9 19	13 22	12 77	10 38	0 24	17 7	6 78	15 52	18 89	7 37	14 29	11 55	19 8	1 41
9 10	0 64	2 99	15 20	14 79	19 36	3 39	17 23	11 64	7 51	16 44	5 62	18 85	8 36	4 38	13 93	1 25	10 38	6 75	12 97
2 87	10 30	3 80	7 71	11 6	5 29	13 12	4 76	1 8	16 65	18 77	9 67	0 28	12 33	8 67	19 63	15 50	17 41	6 61	14 6
2 85	8 72	6 63	18 87	16 49	13 72	0 59	7 53	1 41	14 49	10 23	11 32	12 14	3 3	15 16	4 48	19 97	9 20	5 95	17 18
19 49	18 5	0 65	6 64	1 18	13 40	14 58	3 78	7 34	17 62	8 97	5 76	9 65	16 67	4 46	12 45	10 56	15 65	11 44	2 3
7 35	16 57	6 48	14 77	5 73	3 50	1 90	2 65	8 41	4 36	15 80	19 43	18 62	17 34	11 30	13 35	0 97	10 20	12 23	9 98
8 80	15 20	9 47	17 74	5 53	0 64	6 83	1 72	18 87	12 13	10 9	7 74	13 3	19 14	4 23	11 3	14 67	16 92	3 42	2 40
4 31	10 15	2 2	7 91	8 33	18 19	6 12	0 52	11 21	17 54	14 58	13 14	9 68	5 99	3 67	16 65	12 29	15 67	1 15	19 35
