60	15
11 86	8 42	9 52	7 18	13 49	3 44	6 71	4 29	2 22	0 38	1 21	10 59	14 28	12 84	5 64
2 28	14 97	1 63	3 48	9 57	13 13	0 63	6 83	5 88	12 28	10 93	8 4	7 84	4 71	11 70
8 19	3 96	0 38	9 75	1 44	5 70	4 90	6 26	13 67	12 12	10 91	14 96	11 44	7 74	2 63
12 49	8 47	11 27	10 48	1 56	5 10	13 36	7 40	2 71	3 72	9 49	4 34	6 37	0 85	14 57
1 41	3 74	13 93	10 40	7 80	6 92	14 26	4 72	9 50	5 84	0 44	12 1	8 86	11 27	2 77
10 27	9 15	14 1	12 32	0 89	7 31	11 32	4 61	13 29	6 88	1 65	8 35	5 43	3 21	2 47
7 52	10 68	4 94	1 54	12 93	13 98	9 40	14 71	2 85	11 39	6 57	0 54	5 78	8 26	3 87
10 8	8 23	7 77	11 65	14 26	1 31	6 4	13 55	9 65	2 39	12 2	5 14	4 60	3 66	0 3
9 1	14 87	8 5	6 99	5 61	13 84	12 56	10 51	2 10	4 53	7 23	1 59	3 57	0 59	11 96
12 70	14 13	13 75	1 78	2 35	10 87	3 46	8 94	11 26	7 90	0 7	9 96	5 82	4 5	6 72
9 86	11 53	12 96	8 91	3 74	10 22	6 85	13 58	7 38	14 51	2 41	5 33	1 55	4 75	0 71
7 47	9 82	4 4	11 2	6 53	12 6	10 9	0 91	2 10	1 64	8 60	5 93	13 77	14 58	3 10
10 3	6 38	1 55	11 48	9 84	13 36	12 7	0 12	2 62	14 3	3 39	5 75	8 94	4 10	7 90
11 47	5 22	0 33	6 63	14 20	3 93	13 35	2 70	1 40	12 15	4 1	10 4	7 72	8 6	9 51
10 32	7 90	11 67	9 87	2 96	0 93	13 57	14 46	3 46	8 77	6 66	5 18	4 98	12 3	1 43
2 3	13 67	9 16	6 75	8 97	11 36	7 27	0 74	5 6	4 40	1 86	14 43	12 17	3 16	10 12
6 67	0 37	1 14	8 28	12 86	13 28	9 5	14 71	4 13	10 98	2 94	7 55	11 72	5 40	3 85
7 77	0 55	3 27	6 15	4 29	8 27	12 40	14 21	11 81	5 92	9 91	2 82	10 66	1 12	13 54
5 5	9 32	3 19	10 41	7 55	1 78	6 95	2 74	13 22	11 51	14 79	4 94	12 69	0 30	8 39
5 59	11 71	3 7	12 56	1 43	14 13	8 83	13 57	10 36	2 2	0 85	6 52	4 64	7 36	9 46
13 12	10 44	2 66	8 34	12 59	14 36	4 38	5 97	7 69	1 66	11 17	0 13	3 73	9 22	6 3
0 62	9 30	12 16	6 18	13 38	1 48	10 35	8 56	14 50	4 67	2 88	5 4	3 13	11 3	7 9
1 59	11 92	14 36	9 52	3 63	7 14	0 46	2 93	10 47	8 13	12 51	5 42	6 4	4 51	13 47
8 73	12 18	6 71	2 89	11 68	4 24	7 1	14 39	10 43	5 87	0 82	3 19	9 18	13 72	1 96
8 29	9 34	3 77	13 63	0 79	6 6	11 71	1 44	10 21	2 93	12 89	4 40	7 90	14 16	5 67
3 14	11 87	12 85	5 63	2 40	7 79	4 79	14 71	9 3	13 69	0 29	10 33	8 5	6 78	1 87
6 85	11 13	3 65	12 69	8 60	5 41	9 17	10 27	4 55	7 98	0 35	14 83	2 90	13 56	1 40
4 99	12 22	7 21	13 48	1 11	14 96	8 84	9 40	2 11	6 22	11 50	0 67	3 43	5 59	10 22
11 95	9 29	5 31	1 69	3 19	13 14	10 75	12 55	8 15	2 86	0 43	14 32	6 54	4 13	7 23
2 77	11 44	0 76	8 97	1 55	7 96	9 63	13 92	3 35	10 39	14 32	6 48	12 90	4 72	5 35
3 51	8 89	11 34	13 39	4 31	2 85	0 55	10 10	1 99	14 98	7 51	6 74	9 11	5 88	12 59
4 70	8 5	9 3	6 54	2 14	10 9	3 88	13 79	0 41	5 50	11 19	12 43	1 18	14 40	7 76
12 99	9 5	5 34	8 55	7 99	6 70	2 34	14 49	1 82	11 57	10 30	13 32	3 28	4 67	0 80
12 80	13 75	0 62	2 81	3 72	9 39	7 30	6 95	1 39	8 71	5 52	14 10	10 75	4 99	11 94
12 34	0 28	2 50	3 8	11 14	13 60	10 18	7 16	14 63	9 46	1 42	5 14	8 27	4 41	6 14
5 29	12 62	1 7	7 94	6 41	2 27	10 86	0 51	8 42	14 17	11 52	9 11	13 36	3 41	4 1
4 32	12 83	5 71	8 19	3 43	9 77	11 46	13 78	0 87	14 38	10 49	1 23	2 26	7 92	6 84
11 23	10 39	7 36	5 61	14 71	1 59	12 71	6 34	13 8	3 34	0 51	8 16	2 66	4 75	9 3
12 56	3 85	0 89	14 85	11 67	5 80	1 53	9 47	6 70	2 28	10 57	7 46	8 22	4 25	13 77
5 60	13 54	12 64	0 88	3 62	2 46	4 61	11 44	1 61	10 54	14 7	7 55	9 27	8 96	6 88
2 63	8 22	11 47	14 9	5 83	0 5	6 97	9 89	13 54	3 68	10 32	4 57	7 41	12 85	1 27
5 2	13 6	3 99	14 94	0 71	2 22	9 90	1 20	4 69	8 83	6 49	10 11	11 14	7 83	12 11
9 13	3 37	10 71	13 73	11 90	8 56	5 31	14 90	12 69	0 74	4 54	1 47	6 69	2 86	7 27
8 3	12 89	0 3	6 79	2 82	11 87	10 46	3 43	9 66	1 22	13 53	5 7	14 7	7 48	4 88
5 58	9 69	11 31	6 33	1 69	0 71	10 93	8 25	7 82	2 63	14 65	12 21	13 17	4 18	3 29
5 96	7 62	2 68	6 26	8 18	9 24	3 73	10 4	11 60	1 65	14 19	12 7	0 18	4 93	13 27
12 86	9 37	11 15	3 29	14 30	0 64	13 16	7 4	5 53	10 16	2 44	6 71	4 49	8 7	1 63
2 8	9 42	4 37	10 64	1 56	6 90	14 48	13 8	0 53	12 53	8 3	5 46	3 75	7 33	11 7
12 18	10 8	13 23	0 97	4 1	3 23	1 82	6 66	2 65	14 25	5 83	11 21	8 51	7 63	9 34
7 15	9 4	11 18	10 21	2 58	5 77	14 15	6 50	8 10	0 90	13 71	1 5	12 77	3 4	4 19
4 26	3 57	14 8	0 93	2 90	5 95	6 78	7 84	13 15	10 47	9 62	12 55	1 20	11 18	8 14
5 65	11 5	9 83	1 14	2 43	14 46	6 90	12 35	7 40	8 19	13 13	3 98	4 83	10 82	0 14
4 27	5 33	12 68	11 82	0 7	13 71	9 44	1 4	14 86	7 35	8 59	6 10	2 74	10 20	3 18
4 72	5 54	11 60	0 76	14 85	2 28	8 79	13 5	7 21	10 98	12 67	6 26	9 26	1 75	3 11
9 2	11 45	6 96	12 46	13 98	3 74	14 17	8 57	7 91	10 83	4 75	5 76	2 46	1 39	0 58
3 76	1 96	12 63	6 94	0 11	14 82	5 10	11 24	4 89	2 16	7 96	8 16	13 73	9 40	10 71
11 21	7 72	14 84	9 71	3 83	5 12	1 56	0 70	12 13	13 44	4 53	6 40	10 32	8 49	2 41
7 31	14 39	5 5	12 36	4 95	11 8	0 8	8 66	3 35	13 1	6 66	1 31	10 56	2 8	9 6
6 97	2 96	12 30	11 89	1 65	10 65	0 48	4 83	3 92	14 89	7 63	5 7	9 12	8 99	13 43
13 98	12 20	7 17	11 97	9 9	8 89	14 96	5 81	10 59	0 41	2 1	4 37	1 11	6 3	3 7
