40	10
0 17	7 31	4 13	5 15	2 71	3 83	6 15	1 4	9 72	8 45
5 26	0 44	4 93	3 53	6 69	9 99	1 50	7 86	8 69	2 97
2 74	5 56	1 81	8 28	6 67	0 88	4 68	3 46	9 81	7 3
0 89	5 17	6 46	8 78	1 17	2 67	4 51	9 80	3 54	7 93
5 95	8 20	6 87	3 58	4 92	7 41	0 12	1 54	2 89	9 91
9 19	3 12	0 25	1 4	2 79	7 56	8 42	6 32	5 61	4 18
6 84	8 81	0 2	7 61	3 87	2 99	4 56	9 20	5 91	1 1
6 16	2 64	1 3	0 13	4 88	8 65	9 89	3 20	5 48	7 12
9 40	4 50	5 15	7 65	6 92	8 68	1 71	0 62	3 15	2 84
9 83	6 50	0 92	4 36	7 46	1 91	3 62	2 3	5 32	8 36
6 12	4 63	5 79	1 38	3 9	9 88	0 75	7 14	2 64	8 37
6 98	0 90	5 44	2 17	3 41	8 70	9 48	7 14	1 50	4 86
5 29	4 16	1 88	0 92	2 80	8 22	3 14	7 54	6 44	9 52
6 93	2 21	9 58	4 18	7 65	5 84	0 48	3 39	8 37	1 27
4 55	8 39	9 85	0 49	2 6	7 27	3 19	1 90	5 81	6 60
3 40	7 17	1 28	8 91	6 8	9 8	4 50	5 57	0 13	2 40
7 32	0 75	9 91	1 80	2 18	5 48	8 11	6 90	4 55	3 26
1 26	4 57	5 98	8 22	2 14	7 95	3 25	0 43	6 26	9 15
2 3	1 23	6 33	8 10	5 35	4 2	3 27	7 65	9 90	0 94
7 91	2 48	8 58	9 34	3 14	6 57	1 31	4 29	0 16	5 48
2 53	1 57	4 3	5 80	9 38	3 36	6 73	7 81	0 19	8 17
4 38	2 62	5 34	8 62	9 7	1 1	7 99	6 92	3 14	0 12
3 32	6 5	4 79	0 88	5 10	7 49	9 72	2 70	8 72	1 39
0 24	1 28	4 75	6 83	9 50	3 64	5 6	7 61	2 56	8 1
0 49	4 69	8 53	3 79	9 86	5 75	7 8	6 27	1 63	2 91
3 88	5 90	9 31	7 20	8 68	0 49	1 13	2 31	6 65	4 68
0 36	6 54	4 4	8 77	9 38	2 63	7 83	1 32	3 8	5 10
6 31	4 67	8 85	0 79	7 62	9 52	1 41	3 25	5 59	2 55
5 17	3 4	0 34	9 91	8 28	4 74	2 33	1 92	6 90	7 46
9 77	7 58	8 31	1 95	3 55	0 15	2 20	6 89	4 66	5 64
3 71	9 51	1 64	2 33	4 19	5 89	8 30	0 68	7 9	6 46
7 64	1 14	6 65	9 36	0 79	8 6	3 99	2 56	5 8	4 26
6 94	2 46	0 94	1 55	4 30	9 63	3 32	7 78	8 23	5 77
2 73	0 85	3 53	8 35	4 21	7 95	1 89	9 14	6 99	5 38
3 92	0 2	8 47	2 26	5 39	9 92	7 69	6 3	4 65	1 88
8 63	9 5	5 29	7 7	3 53	4 34	0 97	2 44	1 44	6 39
2 66	5 52	3 65	9 12	7 14	1 86	4 60	8 18	6 15	0 42
5 33	6 50	3 79	0 76	4 21	8 15	7 50	1 23	2 88	9 26
8 78	5 47	3 63	7 84	2 93	4 24	9 40	0 48	1 64	6 5
1 69	0 19	4 22	2 70	5 64	9 11	7 6	6 69	3 58	8 42
