15	10
0 77	6 20	3 81	7 92	4 78	9 44	8 30	2 85	5 23	1 51
2 65	4 54	3 53	0 38	6 38	8 63	7 39	9 13	1 54	5 92
3 66	6 64	1 83	5 25	9 82	7 79	0 7	8 68	4 42	2 52
2 70	4 37	5 37	6 84	7 97	9 62	1 61	8 25	0 96	3 58
8 45	1 51	6 18	5 54	4 64	2 48	0 39	7 18	3 94	9 40
6 13	4 78	5 85	9 53	3 4	7 91	2 47	0 99	1 75	8 37
2 28	7 72	9 23	5 16	8 90	6 90	0 63	1 4	3 65	4 14
3 18	7 19	9 33	4 11	0 25	2 88	6 25	8 7	5 16	1 14
6 7	5 24	7 99	2 7	0 24	9 10	1 78	3 95	8 6	4 83
0 62	6 8	9 93	3 82	2 91	7 89	5 81	8 18	4 78	1 43
6 95	7 93	9 52	0 24	3 32	1 6	8 76	4 76	5 10	2 7
2 55	7 88	6 85	5 11	1 76	3 52	0 46	4 42	8 28	9 61
5 11	4 41	2 96	1 31	0 40	8 43	6 92	3 17	9 66	7 68
4 60	3 5	0 9	8 43	6 22	5 54	2 4	1 64	7 31	9 93
5 22	4 66	7 75	0 12	1 66	6 52	8 18	9 95	2 44	3 98
