60	70
3 72	46 89	4 1	60 43	59 39	18 87	16 17	64 30	20 87	62 10	5 38	49 79	7 61	53 81	6 48	39 81	68 24	38 1	48 51	28 57	10 17	67 86	17 84	30 57	35 94	9 39	32 39	8 88	52 31	21 54	31 23	29 22	19 48	45 32	50 33	61 62	22 1	43 92	63 91	66 85	58 29	40 57	51 71	37 88	26 54	34 60	25 72	47 1	2 83	56 36	44 47	14 34	69 74	13 28	42 19	27 42	54 8	0 9	23 52	36 44	65 41	15 85	12 76	41 98	24 88	33 19	11 79	55 15	1 92	57 73
68 63	21 22	47 97	12 33	14 80	53 70	19 52	57 47	7 40	43 83	60 7	8 45	63 88	29 94	49 31	59 27	9 31	52 59	1 27	23 30	24 44	41 41	31 12	11 17	67 83	69 44	3 80	44 34	2 94	45 65	64 3	62 24	10 54	34 33	0 55	35 77	40 57	51 80	13 59	30 82	56 35	17 87	27 39	25 29	33 51	16 18	36 98	48 54	39 62	22 6	5 6	46 37	32 67	26 69	54 85	50 59	18 21	58 67	37 87	66 2	38 53	55 66	6 52	15 77	4 91	65 86	28 11	61 74	42 2	20 95
64 46	67 31	16 5	35 98	40 80	33 56	0 40	39 19	66 93	34 98	68 12	69 71	11 30	15 75	37 99	30 16	6 71	31 24	21 22	54 94	59 10	12 7	38 47	2 4	5 79	48 12	63 20	57 89	23 48	7 8	18 78	50 33	62 42	8 52	43 79	47 12	49 10	17 54	1 4	9 19	13 57	22 23	25 7	56 41	19 49	58 83	42 26	29 7	52 52	24 76	53 26	65 8	20 53	10 2	55 79	14 33	36 16	44 69	26 84	27 95	60 87	45 37	4 97	28 45	3 29	51 24	41 82	61 46	32 48	46 50
21 61	0 73	18 79	45 27	5 8	30 80	35 13	8 78	34 99	49 9	17 18	57 66	54 50	59 57	14 41	67 50	19 7	3 93	26 14	13 49	27 76	29 40	22 68	38 60	9 63	31 46	7 3	39 16	58 65	37 73	62 91	65 22	20 44	56 97	11 30	24 16	66 47	25 32	10 94	4 70	1 59	48 56	64 13	50 73	6 3	42 56	60 92	36 68	40 46	43 72	61 51	47 43	69 75	32 34	55 48	63 46	2 56	68 86	44 5	46 31	53 99	12 78	33 38	23 37	16 29	28 89	51 22	52 99	41 8	15 1
58 89	28 34	47 25	32 32	20 30	59 39	23 47	38 64	17 85	36 98	9 74	14 58	63 48	18 35	61 59	6 7	19 60	29 45	5 95	33 66	35 76	65 24	53 41	26 48	62 14	54 79	4 13	68 54	67 21	15 68	7 97	16 86	48 86	60 48	13 4	0 1	50 97	11 35	44 33	66 65	25 49	24 37	12 51	55 42	43 97	40 86	69 59	27 85	8 30	2 79	42 91	30 58	1 43	56 81	64 59	21 38	52 47	10 90	57 63	37 44	39 93	3 1	31 38	49 80	41 25	22 65	51 24	46 52	45 58	34 59
59 32	37 53	62 58	17 40	41 11	11 39	18 93	58 76	42 5	27 6	0 29	32 89	28 77	19 31	22 17	46 88	56 37	23 23	55 57	4 62	29 91	60 85	13 32	68 96	51 56	52 43	2 72	47 51	65 22	21 82	33 2	43 63	49 35	63 17	57 50	31 59	12 91	14 10	45 1	9 74	61 8	64 15	35 87	44 71	20 43	53 46	10 7	48 58	5 13	16 54	8 31	1 68	15 41	40 30	6 84	69 20	66 66	38 41	50 38	67 70	26 19	39 8	7 17	36 68	34 90	54 69	30 28	3 77	24 75	25 5
42 77	25 64	16 41	40 68	23 81	66 47	54 25	1 70	63 11	21 74	3 20	61 39	17 25	65 31	33 24	6 69	50 83	49 68	43 10	32 83	69 17	14 75	15 34	67 2	60 31	56 92	35 48	28 65	31 15	24 94	20 33	30 17	2 43	36 7	44 87	19 70	29 99	45 21	27 34	0 58	38 1	13 99	57 53	52 4	48 60	10 71	34 19	68 27	9 64	11 18	55 29	37 69	59 84	4 67	26 88	5 5	64 52	47 46	46 25	41 11	53 17	62 46	18 29	39 44	51 50	8 13	7 97	22 17	58 29	12 58
25 29	24 83	41 21	42 28	15 71	52 95	65 21	61 97	19 35	11 32	36 5	26 63	60 81	53 7	58 7	55 40	67 41	54 99	14 68	64 95	51 18	3 34	50 96	40 89	12 81	57 89	37 58	7 9	56 51	43 87	2 54	30 4	17 46	0 6	69 21	4 78	16 91	38 15	20 68	48 75	23 89	34 99	22 32	68 87	45 46	49 70	18 41	35 61	9 23	1 7	21 46	39 76	29 52	59 53	5 76	10 96	62 36	46 81	31 37	27 40	32 80	44 28	47 17	66 47	8 98	6 34	63 64	33 14	28 76	13 17
52 30	40 41	25 18	5 86	30 14	48 83	65 73	22 25	10 31	11 37	54 22	16 12	64 57	13 27	36 36	47 64	43 28	66 80	55 34	7 41	49 49	21 75	9 44	68 88	14 48	44 96	29 46	34 34	62 97	33 72	50 83	69 79	3 40	2 9	32 80	46 48	41 90	12 16	19 74	58 15	17 40	35 11	8 73	56 90	42 37	38 70	45 35	4 75	61 60	51 74	37 99	31 20	24 16	67 80	20 66	57 20	6 76	59 57	39 39	28 49	23 68	1 91	53 94	15 90	18 53	0 97	27 26	60 24	26 23	63 8
4 64	52 6	62 17	29 26	20 50	56 68	18 85	49 45	54 17	7 49	9 20	50 77	39 67	15 77	66 49	27 27	53 81	14 32	5 18	31 74	37 50	6 12	23 38	17 77	1 92	46 58	34 23	11 5	38 66	10 58	67 80	42 97	19 45	35 74	44 69	61 7	55 56	69 29	33 48	63 15	51 90	45 30	13 15	3 19	43 43	30 86	58 60	68 69	48 7	47 15	59 92	64 93	16 22	60 88	22 15	36 64	41 28	57 16	2 58	32 54	25 81	65 51	40 61	12 73	21 46	24 97	26 65	28 12	0 25	8 1
0 18	25 71	58 53	44 32	14 25	7 73	13 69	16 30	29 78	35 17	4 47	55 63	2 63	53 21	60 87	54 32	49 57	26 34	66 2	27 54	47 81	63 62	1 93	28 24	10 59	19 21	51 41	68 96	39 1	40 73	9 80	65 75	41 25	64 20	6 78	52 30	46 88	12 30	23 43	30 54	5 64	8 5	31 38	67 69	62 60	11 17	21 94	3 88	50 40	45 80	43 22	24 38	17 73	42 22	48 23	69 32	33 19	56 33	20 59	32 96	61 88	22 89	34 33	57 71	18 26	36 90	59 1	37 43	15 29	38 46
