80	20
6 4	2 39	11 6	3 84	18 51	10 82	19 93	13 10	4 11	0 48	12 65	15 43	14 93	9 16	8 24	17 52	1 61	16 5	5 51	7 87
1 79	18 10	12 40	2 90	0 36	16 51	15 99	11 95	14 95	17 47	10 4	13 52	3 9	8 57	9 16	5 8	4 80	7 97	19 25	6 70
0 25	13 68	11 92	3 55	17 28	12 47	6 21	9 68	19 86	1 2	8 25	5 42	4 17	2 18	10 9	14 27	18 17	7 32	16 92	15 70
18 10	4 69	12 33	16 23	0 93	6 52	13 7	11 94	2 20	1 87	15 81	7 88	9 9	17 47	5 89	3 48	8 48	19 57	10 17	14 92
16 96	12 35	1 90	17 81	4 77	15 83	13 8	8 60	3 99	10 78	7 12	0 94	2 94	5 28	6 80	9 16	18 78	11 52	14 94	19 45
9 73	13 2	18 9	6 86	14 91	8 2	7 78	19 89	2 36	0 51	16 88	3 83	11 44	1 79	10 10	5 63	15 81	17 40	12 16	4 39
2 64	6 81	19 51	3 10	4 2	17 52	7 56	1 34	10 4	12 64	0 68	14 76	8 40	13 84	9 77	16 51	15 12	5 28	18 35	11 65
9 48	1 5	13 14	11 82	4 90	15 34	14 56	2 8	8 66	19 78	3 40	5 66	6 52	0 55	12 75	18 18	17 99	7 75	16 64	10 34
4 98	18 53	19 72	10 2	17 69	0 83	11 27	2 13	13 48	7 60	12 1	9 83	15 72	16 56	3 85	8 44	6 21	1 42	14 52	5 15
11 11	9 17	1 34	2 14	14 34	13 17	10 68	0 43	16 57	5 3	15 49	8 53	12 71	18 76	17 47	4 55	3 59	6 35	7 45	19 62
18 45	4 10	5 86	0 43	14 69	16 85	3 40	7 35	10 86	13 94	1 67	12 51	8 27	9 4	6 74	17 92	19 90	11 50	15 4	2 51
7 78	4 23	17 68	18 71	15 16	0 86	6 53	11 17	16 38	14 37	8 29	12 7	5 46	2 94	19 32	13 75	3 32	9 41	1 91	10 58
19 48	11 81	3 47	14 30	1 39	4 54	2 33	15 89	5 1	17 12	9 89	8 94	0 34	7 68	12 48	18 42	16 46	10 84	6 80	13 93
17 91	15 94	0 30	2 77	5 10	6 3	11 70	4 9	7 74	16 79	18 33	3 1	12 66	8 74	10 36	19 68	14 57	13 13	9 64	1 76
1 43	7 4	0 69	10 43	17 39	18 75	9 67	13 83	15 93	8 49	4 64	6 93	11 94	19 7	12 75	5 89	14 72	2 25	3 44	16 46
8 53	1 55	14 74	10 45	19 14	12 63	13 22	3 25	6 80	17 21	7 15	15 45	16 69	4 21	0 96	2 65	18 87	9 33	5 53	11 13
10 37	3 26	13 59	18 92	1 60	17 1	8 57	5 20	9 75	12 12	14 53	11 79	2 5	6 5	15 36	4 3	19 58	0 46	7 59	16 71
13 29	19 86	2 10	5 36	16 38	15 69	18 89	14 38	4 28	9 34	7 77	1 78	3 74	11 56	10 36	0 15	8 18	17 62	12 81	6 77
3 51	17 47	4 59	18 80	14 46	15 67	13 31	2 69	11 5	1 21	8 98	10 21	19 51	7 99	0 48	5 20	12 9	16 70	9 72	6 28
4 74	17 10	10 19	15 51	8 38	19 8	13 84	9 87	2 63	7 84	18 7	0 40	16 97	6 10	1 83	11 80	12 70	5 28	3 51	14 51
1 81	4 92	0 72	12 56	5 99	3 40	9 31	7 50	2 87	13 99	15 66	11 36	10 73	16 75	19 57	8 68	6 30	18 84	14 93	17 45
11 13	13 44	19 74	18 65	15 38	12 34	14 29	8 30	10 86	1 49	17 7	0 63	7 92	4 56	2 16	5 42	16 74	6 55	3 44	9 42
19 10	13 57	7 64	14 67	8 51	11 4	16 67	15 89	12 25	1 4	18 20	9 31	10 43	3 26	5 80	6 26	17 19	4 44	0 88	2 19
0 35	7 49	6 72	13 79	2 95	1 43	16 28	4 66	5 17	12 39	9 37	15 47	10 64	17 30	11 19	18 87	19 36	8 99	3 70	14 26
11 83	0 84	8 41	1 32	13 78	16 99	14 73	17 7	5 56	3 57	2 74	7 13	6 16	19 39	4 6	18 86	15 20	10 72	9 88	12 99
5 63	18 68	19 91	15 82	2 81	3 3	8 8	12 65	7 17	17 67	0 6	9 82	13 5	16 55	1 91	14 1	6 71	11 71	10 24	4 28
18 78	8 5	11 76	2 98	19 28	5 77	6 20	0 55	13 48	9 36	10 99	17 15	4 76	16 67	3 18	14 69	1 8	12 9	15 33	7 76
1 79	3 27	13 46	5 3	6 21	8 96	14 18	18 81	12 98	11 34	16 86	7 23	15 36	0 5	4 84	9 79	10 14	19 12	17 54	2 20
18 8	16 2	19 5	15 44	13 82	12 99	0 43	9 82	2 94	17 23	6 85	10 66	14 27	1 75	8 47	11 79	3 34	7 75	4 13	5 98
5 62	10 63	11 71	1 24	14 78	2 32	9 21	8 79	12 44	19 25	0 14	15 15	13 48	16 84	7 51	3 48	17 60	18 79	4 54	6 45
16 1	11 50	4 14	18 55	12 67	3 64	0 78	15 48	17 59	6 17	8 12	14 72	10 28	2 48	5 8	1 37	7 61	19 47	13 79	9 62
10 13	18 4	3 10	8 72	14 57	17 76	2 52	9 18	12 11	4 27	5 84	11 92	19 71	0 51	1 55	15 70	16 10	13 84	6 26	7 27
9 69	18 35	4 44	15 15	5 58	19 18	13 66	14 87	0 69	1 17	6 93	3 26	10 49	11 60	12 67	16 74	2 64	8 70	7 4	17 72
16 65	3 35	18 62	6 6	0 83	8 66	13 33	19 73	4 59	7 29	1 16	15 23	17 8	2 18	12 30	10 9	9 21	14 90	5 35	11 97
11 44	8 52	15 54	1 42	3 82	12 49	14 91	18 49	0 59	4 75	5 23	6 33	19 11	7 3	13 58	17 7	9 77	2 12	16 96	10 94
4 2	0 47	5 88	18 98	14 27	17 1	13 16	11 82	15 83	9 43	10 69	16 60	8 68	6 3	1 79	7 99	12 3	2 67	3 3	19 95
0 82	6 36	7 7	11 90	16 95	12 63	13 68	15 74	3 39	10 42	4 65	9 46	18 51	14 55	1 92	2 74	5 3	8 1	19 48	17 67
7 84	5 58	0 43	3 61	12 41	16 83	4 74	15 74	8 69	14 10	6 48	13 15	11 59	1 29	17 33	19 89	9 1	10 73	2 29	18 94
7 43	16 95	11 23	4 48	13 21	3 15	19 7	10 22	8 40	1 5	0 48	6 52	17 93	2 18	9 46	15 73	14 2	5 16	18 90	12 83
18 41	3 47	4 80	6 67	7 82	1 10	10 45	14 11	12 36	19 51	9 37	17 5	16 53	13 3	11 34	15 39	2 2	0 4	8 57	5 39
16 16	18 86	10 81	17 64	3 93	1 18	13 65	2 53	9 43	5 40	7 85	6 45	4 45	8 28	15 15	12 26	0 93	14 63	19 99	11 10
10 30	15 17	2 58	8 73	5 67	14 22	0 70	4 75	16 3	13 25	11 56	12 91	9 34	17 37	6 44	7 22	18 55	1 35	19 15	3 22
11 10	8 69	13 88	6 48	7 51	2 80	17 90	3 21	9 90	10 63	18 58	5 92	1 70	15 34	19 67	14 90	12 73	16 88	0 93	4 34
2 19	6 31	12 60	18 8	14 96	5 45	0 15	4 38	7 3	1 93	11 60	3 64	10 39	15 22	9 95	13 43	8 68	19 35	16 45	17 72
4 62	0 79	3 19	6 14	18 45	7 14	14 96	16 22	8 83	17 78	12 13	9 33	11 11	10 30	1 42	13 17	19 9	2 31	15 57	5 5
