90	10
9 178	6 124	4 2	1 75	3 111	5 39	0 110	2 200	7 5	8 106
2 20	9 15	3 195	6 177	7 38	5 161	1 28	4 177	0 48	8 98
6 119	5 141	9 101	3 104	7 155	2 38	4 40	8 189	1 93	0 66
8 107	2 191	5 30	4 72	6 153	3 25	9 171	1 110	0 33	7 127
9 135	4 27	2 164	1 49	8 47	5 106	7 197	3 120	6 8	0 91
5 59	7 120	0 148	3 108	2 184	4 36	8 115	9 32	1 2	6 60
9 115	4 95	0 168	2 155	8 192	7 77	1 123	3 62	6 146	5 28
2 175	7 145	5 187	3 57	4 32	9 123	1 42	0 33	6 57	8 154
1 24	2 57	9 92	3 10	6 198	4 73	5 54	0 11	8 146	7 121
2 6	9 2	7 183	5 50	8 99	6 65	4 80	0 195	1 75	3 135
6 35	8 65	7 39	0 138	2 45	4 57	9 62	3 76	5 153	1 36
2 25	3 134	8 96	1 12	5 167	9 89	0 1	4 104	6 168	7 154
1 79	6 167	9 104	8 95	4 61	5 97	7 192	0 26	2 99	3 87
4 7	9 29	5 119	2 95	8 106	7 133	6 2	3 49	0 138	1 113
9 68	8 128	4 132	7 37	2 72	3 183	6 45	1 159	0 31	5 121
6 4	9 148	2 64	0 161	7 6	1 77	3 128	5 71	4 102	8 9
0 55	5 30	7 33	3 188	4 193	8 90	2 171	9 134	6 145	1 150
8 12	3 83	9 132	4 183	7 171	6 128	0 100	1 80	5 132	2 47
6 161	3 61	2 116	1 63	0 85	9 127	5 37	8 51	7 33	4 124
1 130	2 107	3 120	0 63	5 139	8 185	7 21	9 109	4 44	6 136
8 152	6 184	2 144	4 76	0 128	7 149	1 169	3 149	5 26	9 34
4 158	8 111	7 105	5 78	9 38	1 90	0 7	6 102	2 139	3 148
0 38	8 20	3 149	7 116	5 86	9 189	4 153	6 55	1 198	2 17
4 35	0 146	2 21	7 20	1 14	3 155	8 67	9 190	6 177	5 18
5 101	8 72	9 164	3 3	0 40	7 171	6 35	4 175	1 107	2 172
2 125	6 59	7 164	8 170	1 17	0 176	9 91	4 160	5 175	3 131
3 33	7 61	9 10	0 115	1 52	2 2	8 183	4 51	5 96	6 94
6 57	1 133	8 200	7 15	0 104	3 68	4 131	9 54	2 74	5 185
5 119	3 124	9 141	0 7	7 190	6 116	1 200	2 41	8 24	4 111
2 159	6 155	3 122	1 45	4 80	9 162	5 77	8 176	0 200	7 132
2 14	6 82	3 9	9 190	7 174	0 53	1 120	8 84	5 24	4 102
7 171	0 25	3 108	8 177	9 95	6 17	2 59	5 63	1 85	4 75
7 122	9 45	0 131	5 93	1 63	6 130	8 182	4 36	2 193	3 106
3 196	2 64	1 154	6 76	5 134	0 64	7 74	8 70	4 118	9 31
6 198	7 162	1 159	5 11	4 57	3 75	8 100	0 126	9 51	2 127
2 169	5 52	4 102	9 180	7 41	8 15	3 116	0 131	6 13	1 52
0 37	9 57	3 13	4 67	5 159	6 61	8 125	2 9	7 192	1 185
8 27	0 93	4 9	9 198	3 101	2 139	1 187	5 55	7 39	6 66
4 160	6 158	5 46	9 117	7 89	3 58	1 153	8 13	0 176	2 159
6 134	8 84	5 121	9 200	0 79	3 41	4 98	1 43	7 57	2 97
3 2	1 138	6 95	0 12	8 101	9 87	7 145	2 162	4 111	5 135
3 64	4 15	5 60	2 133	6 169	7 132	0 73	1 101	9 20	8 24
0 162	1 19	3 62	7 144	4 12	2 45	6 25	8 176	5 31	9 174
9 15	7 122	4 55	0 169	5 19	2 20	3 104	1 151	8 104	6 35
9 55	6 27	3 81	4 61	7 60	2 149	5 48	0 79	1 114	8 80
2 34	9 190	6 130	4 137	1 94	7 145	8 84	5 26	3 150	0 38
2 34	5 59	7 40	1 47	0 166	9 11	4 145	3 110	6 196	8 124
6 193	9 36	1 36	4 110	8 173	5 160	7 48	3 104	0 66	2 116
9 34	7 135	4 166	0 98	8 179	5 7	2 60	1 128	3 124	6 26
7 52	8 27	3 141	6 131	5 111	4 121	9 175	1 184	0 41	2 99
4 35	0 133	5 72	8 15	6 142	7 60	9 43	3 123	2 169	1 57
3 72	2 159	6 140	0 158	9 131	1 132	4 140	7 105	5 74	8 79
3 156	4 94	8 79	7 129	9 4	1 82	2 81	6 37	0 15	5 102
5 20	7 33	1 180	2 55	9 51	0 158	4 50	6 167	3 143	8 167
5 119	0 13	4 182	1 13	2 70	6 183	3 130	7 167	9 32	8 38
0 38	5 167	8 164	4 160	3 169	6 120	2 55	9 126	7 111	1 105
1 177	3 92	5 126	7 182	8 108	0 48	6 41	9 79	4 50	2 45
6 8	3 89	5 179	1 135	7 169	9 113	8 4	0 189	2 82	4 97
4 173	5 148	9 53	7 95	6 182	2 165	1 73	3 105	0 180	8 62
2 158	8 52	4 128	9 82	0 48	7 98	5 143	3 83	1 164	6 194
9 114	6 22	5 40	7 3	0 143	4 37	1 85	8 25	2 44	3 61
1 161	7 7	3 87	6 48	2 44	4 169	0 193	9 185	8 158	5 148
3 96	9 143	6 10	0 61	4 14	7 94	1 48	5 166	8 154	2 168
