70	10
0 124	9 190	2 163	5 129	6 141	8 52	4 104	3 200	7 144	1 157
9 195	3 162	4 118	5 45	2 80	6 68	8 158	1 149	7 89	0 36
1 132	4 59	6 92	5 86	3 8	8 24	2 23	0 22	7 194	9 46
6 178	8 102	4 2	9 185	2 98	5 32	3 42	0 78	1 23	7 192
2 148	5 113	0 18	9 45	3 127	6 115	7 174	4 55	8 137	1 88
1 94	4 197	5 134	7 98	6 183	2 74	9 35	0 193	3 133	8 112
4 99	1 176	2 109	9 109	8 150	5 113	7 120	0 181	3 127	6 70
0 1	8 155	4 151	2 3	7 91	3 154	5 22	9 81	1 82	6 22
8 32	5 35	1 29	2 16	6 140	4 4	7 155	9 97	0 159	3 50
8 178	2 81	0 2	4 100	6 196	3 154	1 5	9 149	5 175	7 53
7 156	5 197	2 117	0 123	8 200	9 44	4 31	1 97	6 5	3 68
1 106	5 21	0 88	8 19	7 67	6 133	2 42	9 156	3 186	4 116
1 19	2 119	9 173	4 137	7 177	8 168	3 171	5 8	6 157	0 100
2 67	9 111	5 110	1 164	8 131	4 89	7 168	6 10	0 148	3 154
9 136	3 22	1 92	6 134	4 24	5 81	2 67	7 13	0 2	8 80
3 12	2 109	8 143	7 102	5 33	6 120	0 177	9 15	1 24	4 130
2 87	8 118	7 66	5 191	3 47	1 144	6 116	0 102	9 87	4 66
8 101	0 110	9 32	4 3	2 43	3 98	5 111	1 66	7 166	6 98
1 19	2 139	7 195	8 112	0 91	5 8	9 12	4 120	3 8	6 90
0 196	5 102	3 60	7 197	6 120	4 57	1 190	9 49	2 126	8 161
7 78	4 66	3 32	0 117	8 16	9 139	1 189	2 189	5 197	6 190
8 102	6 196	1 50	5 74	4 79	3 135	0 81	9 56	2 66	7 72
5 124	6 146	4 86	9 180	1 89	0 113	2 86	7 175	8 139	3 40
9 105	6 191	0 28	5 27	8 44	4 9	2 60	3 148	7 42	1 128
8 105	5 84	4 74	1 47	2 200	9 36	6 20	7 66	3 195	0 195
4 23	6 166	2 178	0 34	5 26	1 161	8 63	7 200	3 3	9 183
