30	10
5 49	2 49	0 56	1 49	3 48	8 41	9 49	7 48	4 50	6 50
0 43	3 51	4 55	5 53	9 39	6 55	2 52	1 50	8 48	7 48
1 48	4 53	7 48	3 51	2 59	9 52	8 47	0 53	5 51	6 54
8 61	6 49	4 45	7 40	2 49	1 46	3 51	0 52	9 49	5 51
6 49	0 50	5 46	8 48	7 52	4 51	2 61	9 51	3 58	1 57
9 47	8 54	5 48	4 47	6 53	3 38	2 56	1 54	7 54	0 45
4 46	2 42	6 49	7 51	8 47	3 49	0 52	1 50	9 46	5 61
7 49	4 53	5 50	2 54	0 51	9 43	8 50	6 42	3 39	1 53
3 45	9 58	1 55	6 50	4 52	2 58	7 50	5 49	0 43	8 48
0 48	8 43	9 56	3 54	2 45	7 52	4 50	1 55	6 55	5 43
3 47	9 54	7 53	6 42	8 44	1 51	0 48	4 41	5 48	2 50
0 45	2 58	7 55	1 37	5 47	6 58	9 56	8 48	3 51	4 62
9 41	7 52	3 53	1 63	0 49	6 44	5 47	2 48	8 49	4 52
1 52	5 44	7 47	0 48	6 48	8 51	4 45	9 47	3 46	2 48
4 51	0 50	7 51	9 53	2 48	5 50	6 43	8 45	3 51	1 48
9 51	3 61	7 44	4 55	0 50	2 54	8 59	6 47	5 53	1 58
5 55	3 50	1 43	8 56	6 53	2 48	4 55	9 47	0 55	7 41
3 52	8 47	6 54	1 54	7 43	5 55	2 56	4 54	9 48	0 46
2 53	3 46	6 35	8 48	7 54	0 55	5 46	4 37	9 46	1 45
2 47	8 47	5 49	3 47	7 61	4 47	0 48	1 57	6 48	9 55
8 50	5 55	7 56	3 37	6 50	1 51	2 50	9 53	4 51	0 47
2 39	9 45	1 52	0 50	7 47	6 54	5 46	8 48	3 43	4 43
1 56	6 54	7 48	3 46	5 55	4 54	9 46	8 51	0 48	2 41
8 49	3 47	6 56	9 48	7 47	0 49	2 46	4 45	1 55	5 50
9 55	6 48	1 47	3 52	8 60	4 46	7 52	5 51	2 44	0 49
4 40	1 44	5 51	7 45	0 50	9 52	6 45	3 48	8 49	2 54
6 47	5 58	8 46	0 42	9 45	1 52	4 55	3 49	7 54	2 54
0 52	7 42	2 54	3 51	8 52	5 49	9 45	1 54	6 46	4 51
2 50	4 46	9 51	1 52	6 53	7 54	0 51	5 54	8 48	3 46
1 58	9 53	5 52	6 53	4 44	2 52	0 54	8 43	3 55	7 47
