50	100
74 54	32 48	73 55	53 45	30 51	65 52	57 45	78 49	97 49	56 53	89 52	62 45	50 46	47 53	55 49	2 51	0 49	25 47	14 48	48 48	6 53	37 53	18 53	68 61	86 48	36 48	98 46	49 45	77 44	11 45	29 45	52 50	1 51	21 55	93 56	83 52	90 41	92 53	88 50	45 50	81 53	66 50	34 52	63 51	75 49	76 47	72 50	42 40	71 54	27 53	26 47	24 47	84 50	3 47	60 57	99 42	10 43	40 48	43 51	41 55	96 47	38 49	15 40	23 53	16 52	22 55	46 56	70 46	80 48	91 47	12 52	51 56	4 53	67 42	69 54	85 47	19 57	31 45	35 45	13 57	17 48	20 50	39 51	82 46	9 53	64 63	8 43	59 41	58 53	61 54	5 56	33 42	94 57	79 61	95 48	54 54	87 49	44 46	28 52	7 50
35 51	79 56	68 50	42 55	39 48	57 52	88 54	70 47	62 54	28 53	65 54	36 56	3 43	17 54	0 52	91 50	5 49	31 53	20 50	71 47	59 49	29 53	80 49	41 58	74 47	66 51	72 49	63 54	15 39	51 45	54 48	60 42	1 57	85 50	52 51	37 58	92 44	6 48	14 51	78 53	33 46	76 40	9 50	4 40	69 52	34 43	25 42	10 38	43 47	23 46	86 53	21 53	40 51	44 48	56 58	58 56	55 57	27 49	13 48	11 51	16 57	93 47	18 49	90 51	95 45	99 47	47 55	30 51	26 48	19 48	22 52	7 48	48 52	32 53	24 52	89 51	81 50	53 50	46 54	38 59	87 44	67 58	8 45	2 45	84 41	97 38	61 58	50 45	12 49	96 54	98 55	83 53	77 49	94 51	73 48	49 54	64 45	45 54	75 54	82 55
43 50	99 50	66 50	79 51	33 52	8 61	52 46	45 44	92 54	60 50	46 52	47 33	85 58	81 51	57 49	5 46	9 48	63 44	56 45	76 47	71 53	28 49	11 46	97 55	82 48	4 36	98 49	30 39	3 51	68 50	6 51	37 44	1 52	58 55	50 53	27 53	55 49	19 57	20 51	36 52	22 47	74 49	23 51	14 48	70 53	95 49	88 55	75 47	90 47	64 55	25 56	62 51	34 48	40 44	38 47	12 43	15 44	61 61	42 46	51 50	0 48	24 57	7 65	94 42	26 44	83 41	73 51	13 43	59 49	78 53	69 46	53 45	89 53	16 47	67 58	31 51	48 57	44 55	84 51	93 51	86 54	96 56	32 39	29 54	35 53	17 53	18 50	10 55	21 49	54 41	2 52	77 46	87 49	49 51	80 49	41 47	72 47	39 40	65 57	91 52
50 54	2 50	51 52	43 45	66 50	64 34	14 57	90 53	88 46	73 56	20 48	38 60	17 51	40 48	47 57	25 50	74 52	77 51	55 51	22 57	1 45	37 50	59 47	96 42	72 60	18 38	58 51	4 48	21 52	36 57	24 46	78 46	32 43	48 51	94 47	60 44	10 52	85 49	29 53	89 49	93 47	6 44	3 51	82 48	31 45	81 52	19 50	63 60	91 50	79 49	53 40	13 46	12 53	39 45	23 54	26 45	71 40	49 40	0 51	86 51	98 53	84 53	35 40	16 49	45 52	61 53	28 52	67 52	99 49	56 47	5 47	57 54	80 48	9 44	65 53	42 46	30 55	7 39	41 47	62 46	68 53	70 60	76 53	33 49	92 46	11 46	87 53	97 44	69 51	27 55	95 51	44 55	34 53	15 52	46 51	83 53	8 52	52 59	54 49	75 46
52 53	48 58	64 55	75 48	87 54	38 45	86 49	66 51	14 52	35 48	42 47	92 43	41 51	33 50	7 54	82 49	32 51	56 56	93 47	98 51	97 53	65 47	62 54	43 48	63 51	20 53	27 53	44 50	73 43	70 56	13 52	30 54	25 52	74 54	88 46	1 51	22 50	21 50	55 57	72 54	49 47	19 47	46 53	45 51	6 47	40 46	61 52	3 48	85 46	77 39	8 55	91 53	67 43	23 56	94 51	68 37	15 48	89 56	58 49	81 53	29 45	16 49	80 53	84 45	18 41	12 49	57 46	37 56	4 39	9 36	11 47	76 52	2 48	90 40	0 48	96 45	26 47	50 47	60 52	99 47	59 48	34 51	78 43	17 48	5 39	79 52	51 52	71 51	28 45	36 45	54 41	24 53	83 47	95 44	10 52	31 51	39 48	69 48	53 61	47 54
95 48	44 50	78 50	75 61	0 45	88 48	8 52	16 49	89 48	28 40	50 56	12 50	97 47	39 44	56 47	13 51	14 50	85 60	80 43	59 50	43 47	27 47	48 58	60 49	26 44	81 59	3 46	68 53	91 49	73 51	52 47	82 54	2 50	64 55	93 52	47 56	23 39	24 43	69 51	20 48	4 51	70 45	37 53	9 49	21 54	83 48	66 46	57 59	40 49	18 52	62 58	29 53	87 53	49 47	72 47	86 53	94 49	71 45	98 48	19 57	79 48	61 61	7 49	17 58	58 49	38 53	1 52	25 49	77 48	74 48	99 47	15 60	41 57	35 46	54 54	46 57	22 48	63 50	33 50	45 49	76 57	11 46	6 42	36 55	53 42	67 54	42 50	30 51	51 45	96 57	65 47	55 52	92 51	32 47	5 46	84 52	34 43	90 47	10 40	31 54
99 54	14 51	65 41	61 54	80 45	15 46	32 45	31 44	68 48	54 55	27 54	46 62	92 51	50 41	29 44	3 43	88 50	8 55	95 49	79 57	53 43	28 47	37 42	77 52	47 54	30 51	81 53	1 53	73 47	10 50	22 52	71 43	33 46	76 50	13 54	34 51	5 45	40 52	57 49	86 53	4 43	21 51	94 53	66 61	78 47	59 49	41 53	75 46	9 59	35 52	49 42	20 51	72 38	60 53	16 40	42 53	7 45	56 46	97 52	70 46	84 57	11 45	36 47	51 45	25 48	89 49	64 52	19 47	85 52	67 49	93 50	63 49	43 40	98 56	39 48	6 50	24 51	58 59	55 51	26 49	45 51	12 56	82 54	48 50	23 48	18 46	90 52	44 46	74 57	17 49	52 49	83 53	62 46	69 49	91 42	2 40	0 54	38 47	96 52	87 44
1 67	73 59	86 54	93 56	33 52	96 51	42 55	6 51	76 50	5 51	83 43	72 47	89 42	85 53	60 51	2 56	49 49	88 49	31 57	27 46	40 50	65 58	95 53	94 47	97 46	52 43	21 57	20 60	63 51	69 51	54 52	75 55	80 50	67 46	99 45	59 50	81 48	4 55	47 47	41 51	58 51	38 48	82 44	90 38	13 38	70 44	78 57	79 56	16 45	14 47	26 43	18 60	87 53	53 55	7 41	98 64	24 56	51 49	32 43	56 48	57 49	9 48	36 48	17 49	45 48	23 50	19 48	64 49	91 53	66 51	15 39	35 45	55 47	74 57	28 45	84 53	12 42	77 45	44 53	68 45	8 45	29 51	48 40	34 48	22 53	50 46	30 56	11 55	62 53	46 43	10 51	25 52	71 51	39 49	61 50	92 44	3 49	43 46	37 60	0 45
82 51	70 56	73 47	8 52	42 43	21 56	16 56	22 48	20 40	12 52	67 52	29 52	63 55	7 58	36 52	30 47	87 53	48 43	76 44	88 43	71 47	61 45	46 55	34 50	78 54	51 48	66 60	3 51	90 44	14 55	15 56	32 49	99 48	37 46	83 54	13 46	9 47	28 56	56 46	91 56	95 52	57 47	18 54	58 50	75 45	45 48	39 50	26 54	38 42	0 50	44 49	24 45	77 60	17 48	54 47	89 47	50 54	65 45	52 50	49 42	85 47	93 51	80 53	55 53	19 47	11 54	84 53	97 41	98 45	79 40	10 46	68 50	1 48	72 50	94 52	86 48	40 50	41 49	25 43	43 52	96 59	64 46	47 48	53 51	60 50	69 56	59 60	35 50	6 51	27 48	2 49	92 48	74 50	23 49	62 43	81 46	31 49	33 48	4 46	5 59
72 45	44 45	91 46	61 51	68 52	78 60	27 51	71 53	13 52	18 51	76 42	21 52	59 56	37 50	1 52	62 52	94 49	63 38	93 54	85 51	55 47	60 40	69 58	86 38	33 45	51 51	90 50	22 50	9 56	82 47	12 49	10 43	0 60	26 50	70 44	54 43	89 55	43 47	29 50	34 53	95 48	15 52	6 54	81 50	52 47	16 50	14 59	87 45	74 51	23 43	32 54	88 47	38 48	56 48	31 51	92 44	40 39	66 46	2 50	75 46	57 43	39 39	97 51	28 48	24 49	48 48	19 53	42 54	99 51	79 54	84 44	8 54	77 42	35 58	7 44	49 56	11 43	50 45	5 53	58 50	65 47	98 49	45 53	17 50	80 48	30 45	36 49	41 47	4 51	67 50	47 44	53 47	83 48	25 50	64 51	3 55	73 46	96 52	20 49	46 52
64 60	89 37	21 49	2 57	96 45	84 53	81 49	49 53	69 53	55 43	29 48	5 50	33 42	22 47	79 48	80 50	67 52	71 52	27 54	91 54	25 44	24 56	36 45	77 50	40 50	88 49	56 44	28 65	63 50	35 49	12 47	45 48	72 41	19 49	93 52	42 52	1 60	9 55	99 55	98 59	14 43	75 55	26 55	58 38	34 45	85 47	61 46	62 53	11 55	4 61	47 44	83 54	97 44	74 46	15 50	41 50	38 45	39 50	46 47	13 50	50 44	86 51	95 58	57 51	87 46	94 53	70 49	51 50	59 52	65 52	52 49	43 40	10 54	20 51	53 53	6 44	82 49	37 48	54 49	18 56	3 52	90 50	31 58	92 46	32 57	30 50	73 51	0 48	17 55	60 49	78 51	44 47	23 47	48 59	76 46	68 53	16 44	8 60	7 47	66 45
58 52	57 45	51 48	15 52	82 55	6 48	44 50	43 58	85 37	5 50	62 54	81 53	88 49	9 58	11 48	14 42	50 49	61 51	75 51	18 49	4 45	33 52	37 63	20 51	89 55	84 56	42 51	16 54	72 53	87 52	54 53	48 50	21 44	63 43	52 50	98 54	68 55	99 46	74 53	28 49	91 47	3 50	64 47	71 53	22 52	45 55	53 46	32 48	83 57	8 58	97 55	31 58	19 47	94 60	80 49	70 49	29 50	65 47	92 55	47 55	73 52	93 52	39 50	10 52	49 48	90 51	7 45	0 52	13 54	67 45	86 52	12 53	79 51	25 50	27 48	41 45	36 55	1 55	17 51	78 41	56 49	30 52	24 47	59 49	38 52	60 43	77 38	95 41	69 47	26 42	96 43	34 45	66 53	23 48	2 44	40 48	76 45	35 49	55 59	46 49
75 50	57 58	24 57	36 53	55 50	52 50	68 54	32 44	67 47	56 51	99 54	28 43	25 42	85 49	80 56	29 49	92 43	34 53	65 57	41 57	71 39	1 47	14 58	59 50	6 51	97 49	4 42	19 48	89 46	31 53	33 48	0 44	8 46	9 41	47 44	18 46	2 47	72 47	12 43	16 50	17 51	30 54	48 45	50 52	64 50	73 40	70 45	27 59	98 43	10 50	62 55	87 42	54 51	35 46	21 42	39 35	42 48	93 57	95 52	5 55	20 54	13 42	96 62	43 54	38 52	79 54	61 56	15 44	23 54	37 52	74 42	51 51	44 47	78 53	88 41	60 48	26 41	91 47	90 48	3 54	81 61	45 43	84 49	63 45	82 60	46 47	94 48	49 52	66 50	7 44	69 45	76 43	86 49	83 54	22 46	11 51	77 45	53 47	58 39	40 50
12 44	95 52	90 42	5 45	19 55	85 49	7 58	30 49	72 51	50 50	0 52	27 52	65 45	75 50	15 51	10 50	87 48	48 54	66 48	55 53	71 51	31 53	14 44	44 57	37 56	82 45	43 58	49 48	61 60	86 47	28 51	47 56	78 62	4 47	63 58	23 47	69 47	54 51	91 53	88 49	58 43	33 40	52 54	32 46	51 50	80 55	99 46	81 46	46 59	67 52	89 56	26 63	64 50	94 55	8 55	25 46	21 50	1 57	16 52	24 58	60 46	34 42	83 59	76 45	98 49	77 51	68 53	42 45	29 50	84 39	13 48	73 49	38 52	96 51	92 45	3 51	17 52	45 48	11 59	18 55	74 50	36 51	22 51	57 54	35 53	53 51	2 54	9 54	59 55	62 48	20 47	79 41	40 56	39 45	6 47	97 49	70 48	93 55	56 53	41 51
49 53	46 50	87 49	4 47	38 47	65 54	28 43	62 51	20 59	44 58	55 58	97 56	81 47	83 39	39 57	73 54	53 46	17 46	42 64	2 51	68 49	3 49	80 46	58 53	7 54	12 49	82 58	56 45	86 44	95 52	92 44	75 58	6 43	25 42	19 57	93 47	35 58	57 55	78 59	76 47	72 43	13 49	50 48	59 52	16 53	90 61	32 50	79 54	47 52	18 50	36 55	8 48	96 53	52 49	41 58	22 54	11 53	1 51	30 36	74 50	60 50	31 55	21 47	66 46	67 55	40 55	34 45	64 46	89 44	24 49	61 51	77 51	94 51	15 46	99 54	9 55	54 52	27 49	26 59	5 56	69 55	48 46	98 56	23 55	70 55	71 44	88 50	84 44	51 55	37 44	29 55	91 52	14 43	0 56	10 53	43 46	45 51	33 53	85 50	63 57
84 47	73 57	82 51	44 56	34 44	50 50	32 52	62 47	15 45	48 57	63 51	27 50	29 57	16 50	28 53	53 47	7 55	80 49	99 50	12 44	21 49	41 45	19 52	9 54	20 46	81 57	90 54	36 56	98 53	3 48	86 52	56 63	88 56	57 46	94 58	24 42	69 54	25 47	87 44	30 57	68 55	70 58	18 48	2 46	72 42	46 48	8 46	97 49	35 53	54 52	37 45	5 44	22 51	89 49	96 44	55 50	51 53	95 53	45 52	14 50	42 49	10 45	6 54	59 49	65 46	83 55	52 47	76 52	49 47	77 59	11 58	92 49	43 53	75 52	26 46	13 44	23 47	47 50	93 57	4 55	17 58	33 48	79 55	38 53	0 47	78 49	64 59	58 45	60 47	71 52	67 53	39 51	66 52	40 49	85 47	61 55	74 45	91 42	31 47	1 49
73 66	97 45	16 47	21 47	19 55	59 50	36 54	35 52	91 44	15 57	25 45	65 49	22 43	52 53	28 55	76 51	61 55	27 58	67 47	58 53	26 50	77 52	12 48	78 44	2 46	82 49	41 53	38 58	92 43	55 51	6 42	46 57	89 52	37 49	49 53	81 44	70 50	14 52	8 45	74 43	85 41	90 47	17 52	47 52	18 49	87 56	64 47	66 52	1 52	51 54	57 49	33 49	39 51	99 56	50 47	96 54	23 47	56 48	71 58	34 47	3 47	98 48	5 49	24 46	30 53	75 53	4 41	20 54	88 49	94 53	31 55	11 50	72 53	79 47	54 46	0 44	69 52	86 50	48 54	40 48	45 56	53 44	13 43	62 59	42 53	95 54	10 55	29 65	84 52	9 51	93 53	60 45	44 50	7 53	83 50	43 52	32 46	80 57	68 43	63 45
86 52	61 58	40 49	67 50	66 53	59 48	5 48	13 52	29 48	10 43	69 48	89 53	54 56	96 50	48 60	85 53	2 53	71 56	45 43	16 50	56 43	75 45	95 44	52 44	62 49	20 46	93 57	47 46	83 50	65 54	34 51	51 54	15 44	12 52	53 56	39 48	22 46	43 48	23 54	68 51	30 47	9 52	0 44	55 49	38 50	79 50	35 42	49 49	88 46	37 50	41 50	17 49	99 50	57 47	72 51	58 44	92 41	11 44	8 48	70 45	46 47	27 49	33 59	24 51	6 49	77 48	19 53	50 45	28 50	73 47	84 43	74 42	3 57	60 50	1 53	18 58	98 52	97 48	64 44	82 49	81 59	63 61	32 56	26 62	44 45	76 45	87 44	4 54	78 52	7 41	36 51	90 45	91 54	21 48	42 44	94 44	80 45	25 45	14 52	31 49
29 42	50 48	58 44	11 51	16 52	81 62	68 44	24 53	42 46	65 48	61 54	30 48	71 55	37 49	0 40	79 52	92 51	67 45	6 53	35 52	21 53	74 47	27 51	43 53	59 57	95 50	77 42	19 57	12 47	40 56	48 52	54 50	28 54	23 50	9 47	88 58	5 58	14 50	84 61	38 52	45 53	69 56	90 45	62 51	15 47	60 49	22 46	39 44	56 41	86 54	80 53	94 54	13 50	75 49	34 56	57 51	76 43	53 47	46 43	91 53	49 43	36 55	31 49	26 45	98 51	52 47	93 34	89 47	73 45	1 51	99 42	66 50	7 52	64 47	8 50	2 47	70 57	33 54	55 54	17 47	63 45	96 46	20 46	78 47	82 54	83 51	4 50	44 41	18 61	25 52	97 55	3 50	85 52	10 56	41 49	47 45	87 52	32 52	72 53	51 48
37 53	68 50	44 49	3 50	57 48	65 48	93 51	21 48	87 53	13 55	54 45	35 56	15 52	94 46	92 53	76 52	0 52	50 41	25 52	55 52	53 47	79 48	18 60	29 47	59 43	48 48	40 59	78 47	10 49	7 53	28 51	61 49	5 50	16 45	62 51	58 50	8 50	41 39	51 47	6 49	81 55	27 52	60 56	22 53	84 50	95 53	89 45	82 47	12 56	38 46	4 49	46 50	1 43	86 42	20 54	52 54	64 45	17 45	11 46	39 47	26 47	23 49	67 49	96 50	69 50	72 43	30 52	43 48	32 53	63 61	34 52	97 49	2 46	49 52	36 52	14 44	71 44	42 56	77 41	83 46	9 57	85 46	98 45	70 48	33 51	75 64	73 53	88 46	99 58	24 47	91 50	19 49	31 43	90 53	80 51	66 50	74 54	56 49	47 53	45 57
