20	70
42 93	5 95	60 59	24 12	46 10	17 59	16 22	27 10	66 94	9 18	13 3	21 94	49 46	54 37	8 5	68 97	36 80	2 54	63 6	26 21	48 59	19 91	23 47	40 32	25 70	59 44	61 26	56 29	58 51	34 38	32 29	51 73	53 89	15 86	69 37	45 57	28 43	35 82	44 76	67 92	38 62	4 71	37 75	65 43	57 65	11 36	31 83	39 50	41 73	33 87	20 44	1 70	50 85	14 93	64 35	12 6	10 13	22 32	52 78	18 37	3 79	0 3	6 1	55 34	47 31	7 3	30 47	62 3	43 10	29 31
41 86	42 82	12 72	27 40	19 65	33 85	0 54	14 18	55 51	5 79	9 6	51 2	29 79	53 10	58 32	23 45	62 72	22 55	45 82	1 89	13 57	48 19	24 15	69 82	44 89	52 52	28 42	6 46	10 87	46 23	59 76	39 47	68 49	7 96	47 28	54 60	26 17	66 88	36 1	38 18	50 16	8 2	56 99	20 79	30 90	37 94	2 37	40 94	57 57	17 59	34 47	35 16	15 49	16 68	60 5	61 5	31 10	63 39	18 40	4 72	3 92	25 70	32 81	64 81	21 77	11 30	49 44	67 76	65 90	43 43
49 93	43 64	42 49	44 99	7 53	11 92	67 8	33 85	23 89	12 71	14 25	40 11	52 46	60 18	29 4	68 87	26 84	1 29	34 44	61 55	66 61	15 57	59 90	13 28	30 30	6 34	58 8	37 41	31 10	19 28	48 55	46 59	69 88	21 15	55 64	5 77	27 68	16 57	36 17	38 27	62 98	50 10	45 58	22 85	9 55	24 68	10 44	64 33	17 13	41 58	53 72	25 28	56 2	2 8	8 62	51 45	35 95	39 81	32 38	65 97	54 61	0 40	4 91	20 16	28 87	47 62	18 26	57 90	3 1	63 98
22 48	27 14	62 65	13 22	58 93	44 19	51 64	18 85	69 4	21 66	31 61	53 27	23 26	52 77	63 30	66 86	24 29	65 67	32 4	67 75	25 88	61 96	26 63	36 40	29 29	45 93	46 26	0 32	56 42	16 81	55 96	40 13	7 86	50 4	64 68	12 80	34 68	68 16	42 53	2 30	38 12	30 59	4 51	11 96	41 39	9 93	1 49	59 93	48 14	57 68	33 81	54 65	60 27	28 34	47 30	5 96	49 58	8 29	15 39	10 53	17 71	39 42	6 66	20 80	43 35	37 86	3 25	14 12	19 91	35 75
50 41	42 41	56 2	60 80	33 39	19 9	9 63	66 74	65 86	5 19	26 87	59 23	68 24	46 53	55 56	12 6	17 57	30 5	18 87	7 88	28 16	10 72	45 53	3 20	43 94	39 96	47 20	14 23	35 76	57 80	63 60	31 75	54 51	61 54	53 69	62 98	58 78	37 3	23 42	38 30	40 36	13 3	49 87	11 34	27 30	64 72	32 11	2 19	41 57	4 70	69 13	36 23	15 1	52 7	25 8	24 59	0 96	44 50	67 51	48 13	34 12	6 38	29 50	21 83	51 3	8 62	20 63	22 81	1 23	16 50
20 9	52 20	39 36	56 52	50 78	69 48	65 89	48 70	53 81	21 26	68 41	2 35	66 60	42 76	4 90	0 65	43 46	18 3	8 59	12 88	19 36	16 96	31 7	24 9	41 58	45 9	3 14	34 54	46 99	38 78	7 95	11 80	54 20	25 64	15 25	17 35	10 17	59 73	37 67	67 51	29 98	30 97	33 60	62 57	44 43	5 47	40 15	35 75	26 56	32 88	27 1	61 8	9 57	64 62	1 35	28 96	58 96	49 59	36 44	23 31	51 53	63 88	14 64	22 79	60 33	55 72	57 81	47 95	13 87	6 20
15 43	22 10	46 15	12 2	43 93	55 38	47 64	54 92	39 29	31 67	67 39	13 67	20 34	36 41	24 38	32 32	35 91	28 76	38 56	19 32	10 55	21 96	4 94	17 90	11 52	16 47	27 32	42 44	48 86	40 94	1 91	51 52	49 41	0 41	44 73	57 36	53 73	45 67	18 52	63 11	59 72	56 22	33 16	69 83	26 39	23 85	14 16	30 66	9 80	29 5	50 7	64 55	58 92	2 37	6 39	25 28	7 10	34 75	68 61	5 6	60 59	37 74	61 79	8 47	41 88	66 78	62 85	3 89	52 39	65 53
51 87	11 53	5 18	29 81	38 4	6 54	66 80	67 6	39 8	26 7	45 1	46 3	33 89	69 76	19 18	1 89	25 98	57 30	60 48	61 35	22 34	58 63	36 55	55 12	18 59	64 66	10 73	52 41	28 86	32 6	43 56	31 10	56 11	54 91	17 14	35 92	7 59	27 30	24 42	8 50	41 10	48 75	59 24	14 10	0 59	53 31	30 82	2 91	15 53	12 63	16 15	40 97	68 94	47 32	34 25	65 45	63 8	20 44	13 80	23 19	42 5	4 23	21 70	49 46	37 29	9 61	62 17	44 52	50 38	3 79
43 29	23 33	3 25	56 64	33 62	16 32	9 53	39 99	26 2	24 71	0 33	52 27	7 47	64 72	69 41	19 70	22 97	50 10	51 80	18 51	37 27	46 46	40 42	8 74	53 71	45 21	35 71	17 44	42 62	4 57	65 56	28 49	48 98	12 14	62 17	31 49	47 35	55 33	58 65	57 71	14 66	60 57	68 70	10 48	6 7	38 62	59 47	11 18	2 17	13 28	5 23	44 24	1 23	36 32	41 90	63 27	30 18	32 15	27 19	54 95	61 54	49 12	66 8	21 67	20 98	67 99	15 29	34 8	29 56	25 39
19 95	3 88	17 32	7 84	12 25	58 45	37 90	55 41	8 25	54 12	63 44	40 11	23 19	42 76	38 60	11 24	29 78	20 45	46 59	56 97	68 27	33 16	69 44	15 71	13 19	21 92	32 53	9 58	45 43	35 60	51 19	43 81	6 74	65 41	25 23	39 9	14 28	31 58	64 62	0 2	41 13	10 35	57 33	26 43	16 40	28 2	50 89	27 82	47 41	36 33	61 26	5 93	1 96	59 40	18 91	30 76	44 31	49 34	53 74	4 47	48 99	52 66	60 56	34 27	67 48	2 61	24 75	62 2	22 4	66 75
25 79	14 21	37 72	42 55	54 90	24 56	21 78	22 2	13 58	32 67	61 17	1 68	0 67	68 19	10 36	28 12	26 32	53 45	55 49	23 44	35 39	11 41	69 42	46 31	31 3	64 93	39 44	56 56	40 95	3 78	45 76	47 79	43 7	63 45	27 90	6 97	52 54	4 92	8 78	66 94	51 99	65 53	62 27	50 89	57 8	30 17	17 19	67 1	29 3	49 53	7 6	19 91	5 12	2 64	41 94	15 8	38 4	33 11	12 37	60 89	16 8	36 45	58 96	9 78	34 85	48 40	18 79	20 97	59 90	44 25
