20	20
6 64	13 119	5 41	12 6	17 143	19 71	11 169	14 173	0 126	4 104	3 54	15 13	16 109	7 37	10 125	2 175	1 100	8 163	18 50	9 64
9 131	4 71	7 7	6 116	11 135	14 141	17 156	3 165	13 86	8 107	10 153	19 192	15 77	12 60	1 156	0 157	18 45	16 188	5 104	2 18
4 62	6 74	5 86	17 17	7 93	3 188	13 44	12 69	16 125	8 5	0 194	9 61	15 79	10 161	1 67	18 157	11 35	14 165	19 170	2 77
12 78	5 53	15 118	10 191	14 52	9 114	11 182	19 126	1 102	16 34	8 53	6 160	13 102	0 53	4 102	18 30	3 181	2 32	17 149	7 17
1 36	11 149	3 150	6 192	4 91	18 36	12 133	13 193	0 174	19 138	17 85	14 68	2 2	9 56	10 45	8 195	16 13	7 91	15 74	5 77
9 28	2 11	16 160	13 48	0 68	7 12	19 193	15 122	12 37	10 118	18 167	17 152	1 25	4 72	11 106	14 84	5 92	8 186	6 140	3 86
8 49	10 1	15 200	14 93	5 97	17 28	6 14	18 15	1 156	12 27	0 157	16 17	13 29	19 194	4 64	2 122	11 52	3 37	9 20	7 139
6 193	0 178	3 119	11 179	7 134	8 169	5 94	2 70	16 85	17 101	18 15	9 87	13 180	1 168	4 42	14 57	12 173	15 104	19 195	10 176
0 11	14 196	10 28	18 102	6 84	13 122	11 89	16 87	8 1	4 48	1 169	12 54	5 85	9 170	3 187	7 92	15 148	17 155	19 160	2 155
8 181	5 107	10 105	19 146	2 34	7 15	4 186	1 176	9 16	6 108	15 122	11 147	18 104	13 74	17 141	14 150	12 100	0 170	3 3	16 6
19 48	2 36	0 145	16 44	7 107	1 101	17 81	10 23	8 196	3 141	11 35	14 28	13 115	15 150	6 143	9 89	12 9	18 145	4 180	5 17
14 42	17 98	12 82	6 151	11 146	3 114	16 160	19 96	10 64	4 142	7 82	5 110	18 86	8 107	2 154	13 103	9 138	1 148	0 25	15 103
9 74	8 122	5 81	11 128	10 59	18 56	19 151	7 61	14 23	17 150	6 192	16 156	15 35	4 29	13 171	2 58	1 33	3 179	12 183	0 101
12 68	0 69	4 159	17 152	18 196	2 105	5 58	11 123	19 192	6 102	10 187	16 52	14 34	3 151	13 188	9 151	8 90	7 90	1 57	15 30
0 158	14 10	8 96	4 46	5 5	15 105	17 40	7 57	3 41	13 53	16 100	18 49	6 200	10 34	11 31	1 31	9 39	2 166	12 168	19 30
16 77	7 110	15 97	18 145	10 158	9 146	1 76	4 46	14 187	0 6	6 171	3 147	13 158	5 148	2 83	11 60	12 153	8 93	17 140	19 94
13 123	8 10	15 170	7 160	4 155	12 119	9 88	16 139	11 47	2 79	19 76	17 199	14 13	1 154	18 87	0 106	6 58	3 86	10 120	5 84
17 42	8 89	12 86	19 173	16 109	15 44	13 30	3 128	10 60	4 50	14 36	1 166	11 157	18 17	9 54	6 107	0 188	5 136	2 60	7 92
16 116	8 128	0 105	14 150	1 31	2 109	18 81	7 82	15 26	4 57	5 18	3 130	13 35	9 117	12 120	19 138	17 107	11 21	10 18	6 16
16 56	8 24	10 131	3 21	11 103	15 84	4 151	18 162	19 4	14 124	0 22	12 150	9 152	2 49	7 138	17 154	1 172	5 187	13 88	6 100
