20	10
3 15	5 127	8 128	6 87	1 46	4 67	0 135	2 116	7 110	9 108
4 121	9 36	3 89	2 155	5 145	6 21	1 200	8 84	7 78	0 9
2 18	0 179	1 172	9 100	5 137	3 58	8 143	7 62	6 16	4 138
3 141	7 70	0 56	4 142	9 133	8 92	5 85	1 200	6 110	2 152
8 25	2 44	4 16	1 134	9 49	7 133	3 182	5 85	6 121	0 138
9 99	3 50	7 178	1 161	6 150	8 107	0 5	5 8	2 81	4 148
0 95	3 99	7 184	8 181	2 69	5 35	4 89	1 151	6 150	9 52
4 52	7 193	3 136	9 47	5 16	6 115	1 189	0 39	8 143	2 184
4 82	0 68	8 112	7 183	9 73	2 16	1 7	5 143	6 83	3 98
4 186	9 138	7 166	5 41	2 84	1 96	8 85	3 128	0 7	6 81
1 27	5 109	6 103	8 63	4 22	0 152	2 55	9 39	7 176	3 119
7 146	9 139	4 8	8 18	0 182	2 39	3 174	6 70	5 199	1 149
9 169	1 77	6 7	0 126	2 118	8 94	3 9	7 90	4 139	5 94
7 11	2 165	6 23	1 59	3 192	8 75	9 97	5 54	4 163	0 60
9 187	3 38	1 128	8 21	4 45	6 145	2 40	5 156	7 157	0 12
4 47	9 111	3 197	6 115	5 15	1 141	8 13	2 136	0 79	7 9
4 22	6 113	0 124	7 5	3 90	1 184	5 142	2 60	8 44	9 21
5 31	4 163	3 191	9 180	8 136	0 116	1 14	6 24	2 41	7 87
1 31	0 149	7 8	8 28	9 105	2 10	6 101	4 180	5 78	3 89
8 179	1 6	3 71	0 151	2 188	6 163	4 147	5 198	7 50	9 139
