30	15
4 53	7 51	13 50	14 51	1 51	9 52	2 51	8 57	0 43	10 52	6 53	3 55	12 49	11 48	5 52
2 46	5 45	12 47	11 44	7 58	14 55	8 55	10 51	13 52	4 57	1 54	9 56	6 52	0 45	3 44
9 52	14 51	8 54	2 57	0 43	6 51	1 54	11 49	10 42	5 56	3 45	13 46	4 52	12 45	7 51
13 49	7 49	9 49	5 52	8 50	12 54	11 51	6 47	1 46	14 58	4 59	0 50	2 54	10 45	3 58
10 42	7 45	3 52	5 42	0 49	4 43	12 53	9 57	8 36	1 54	2 47	13 53	14 54	11 50	6 54
6 51	2 52	13 49	9 59	3 51	4 49	8 48	5 49	14 44	10 55	7 39	0 56	12 48	11 52	1 50
14 44	11 57	5 46	3 49	10 48	13 49	2 58	0 53	8 49	12 49	7 54	9 51	1 52	4 44	6 55
12 47	8 58	7 54	10 52	3 52	9 47	4 53	2 42	1 47	5 52	11 51	0 54	13 53	6 52	14 56
5 52	7 53	8 45	3 46	1 54	6 53	10 55	2 46	13 57	12 38	0 48	9 52	14 44	11 55	4 53
10 48	8 55	7 46	5 49	12 46	14 49	9 46	11 48	0 47	13 43	3 47	6 53	2 52	1 51	4 51
5 52	7 50	10 49	1 44	11 48	12 51	8 45	13 59	6 46	0 55	9 45	2 52	3 46	14 55	4 53
9 50	10 56	5 51	7 50	2 42	14 53	8 59	12 45	1 59	4 57	3 52	0 42	6 55	13 50	11 52
10 44	13 51	3 47	6 53	7 43	8 40	2 44	11 52	1 55	14 59	5 42	9 55	0 58	4 48	12 48
12 52	8 52	14 43	9 45	10 48	4 50	13 58	3 44	7 60	1 51	0 49	5 44	2 56	6 40	11 46
0 53	7 57	13 37	1 46	3 45	2 46	6 56	14 56	9 52	4 44	8 53	5 60	11 52	10 54	12 54
8 49	7 46	5 58	6 47	0 54	12 53	10 55	9 50	4 44	13 54	3 50	1 54	2 57	14 50	11 55
3 49	12 54	5 47	8 58	6 51	9 57	13 56	10 48	11 49	14 49	7 56	1 53	0 52	4 52	2 53
2 50	1 52	13 43	4 43	6 50	11 62	7 52	9 40	8 36	10 54	0 54	14 49	3 46	12 54	5 58
11 43	5 55	12 51	8 45	2 49	14 50	3 44	10 59	0 47	1 53	9 47	4 47	13 59	6 52	7 49
7 50	2 41	5 46	3 50	8 57	14 48	4 58	12 55	9 65	0 53	13 54	6 46	10 47	11 50	1 50
10 42	6 48	4 44	7 41	8 50	14 50	11 60	1 56	0 60	12 46	13 46	2 45	3 55	5 51	9 48
2 56	14 52	11 51	6 52	12 55	8 47	9 46	4 56	1 54	10 53	7 42	3 60	0 46	5 45	13 44
13 42	6 52	10 47	1 47	0 44	11 46	5 53	8 42	3 48	14 53	9 51	7 44	12 45	4 44	2 52
5 45	0 56	6 48	10 50	14 47	7 50	13 58	9 45	12 51	3 46	1 42	2 48	8 53	11 51	4 48
9 55	2 51	7 57	3 48	11 50	4 49	6 42	14 45	13 51	12 56	5 49	0 51	8 46	1 46	10 39
2 54	13 51	5 42	6 56	0 54	3 44	1 54	12 51	8 45	14 46	10 55	9 54	7 53	11 58	4 44
12 50	3 53	5 52	4 57	9 58	11 49	6 47	7 50	14 49	1 56	13 49	2 47	0 53	8 50	10 43
14 41	13 49	7 52	8 48	1 52	3 48	12 51	2 48	10 45	0 42	11 50	6 59	9 50	4 44	5 48
12 49	7 50	14 47	11 56	8 58	2 56	0 42	13 44	9 48	1 50	10 52	4 47	6 55	5 52	3 50
6 60	7 44	0 50	11 45	3 48	1 54	2 44	5 47	14 39	12 52	4 58	10 53	8 48	13 49	9 42
